Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	branch_rates_sd	diversification	extinction_rate	fossil_samp_rate	ln_branch_rates_mean	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	turnover
695000	-341.5308	-500.6605	159.1297	26.6019	0.0364956	0.0369672	0.0374232	0.0368761	0.036975	0.0375006	0.0368088	0.0361622	0.0368467	0.0371172	0.0373136	0.0370256	0.0358581	0.036967	0.0374173	0.0362216	0.0361729	0.036625	0.0364452	0.036524	0.0374273	0.0360469	0.0372016	0.0372245	0.0367794	0.0369486	0.0365653	0.0365246	0.0372588	0.0360907	0.0369773	0.0364889	0.0371319	0.0376244	0.0367947	0.0369227	0.0367903	0.0373265	0.0374874	0.0364601	0.0370342	0.0370644	0.03686863	0.01320025	0.06126387	0.09702199	0.04224866	-3.300394	4	27.39293	0.1582859	16.1767	16.2893	10.3171	14.7635	11.4169	0.6129542
695500	-323.1241	-503.166	180.0419	23.9192	0.0375592	0.0374928	0.0373233	0.0380951	0.0372166	0.0377035	0.0374204	0.0376384	0.0378021	0.0373529	0.0377483	0.0373506	0.0373448	0.0371814	0.0374386	0.0375997	0.0374045	0.0372838	0.0372408	0.0371707	0.0374518	0.0376428	0.037684	0.0376634	0.0376577	0.0377697	0.0378008	0.0380572	0.0375396	0.0377734	0.0376944	0.0377491	0.0376224	0.0373393	0.0379084	0.0374582	0.037845	0.0379343	0.0375829	0.0378229	0.0376778	0.0376403	0.03750622	0.007558421	0.04904955	0.1148987	0.01768728	-3.283249	3	27.93435	0.1639483	14.9772	16.2184	7.6855	13.3821	13.2696	0.7008231
696000	-338.4861	-507.9775	169.4914	26.36793	0.0371866	0.0376341	0.0368111	0.0373847	0.037298	0.0366738	0.0373423	0.0370936	0.0374645	0.0376829	0.0368025	0.0375647	0.0372511	0.0374702	0.0376574	0.0363536	0.0373504	0.0375277	0.0374176	0.0379865	0.0380303	0.0367903	0.0369346	0.0375221	0.0369089	0.0371103	0.0373459	0.036829	0.0372058	0.0373841	0.0371325	0.0370579	0.037077	0.0370837	0.0373359	0.036728	0.0371728	0.037223	0.0367937	0.0374077	0.0371905	0.0376738	0.03725535	0.01010344	0.1203021	0.0215833	0.02433734	-3.28996	4	29.81533	0.1418854	12.6058	16.3833	9.19735	9.89962	8.43049	0.1521178
696500	-349.5789	-503.3081	153.7292	26.83191	0.0381192	0.0375963	0.0378278	0.0377723	0.0374491	0.0379022	0.0381879	0.0382034	0.0376882	0.03789	0.0382753	0.038751	0.0386805	0.0380385	0.0372496	0.0378613	0.0383778	0.0369104	0.037489	0.0371348	0.0371499	0.0381568	0.037573	0.0378724	0.0376762	0.0379934	0.03834	0.037528	0.0377274	0.0370413	0.0375891	0.0379943	0.0373084	0.0380137	0.0378353	0.0382977	0.0380249	0.037534	0.0375332	0.0374073	0.0371871	0.038046	0.03776644	0.01241615	0.05055877	0.2129463	0.02978269	-3.276334	3	27.47293	0.2635051	20.0962	16.1993	8.4049	6.03652	7.16179	0.8081298
697000	-417.3711	-500.0198	82.64862	29.00502	0.0301409	0.0313122	0.0289005	0.030722	0.0335593	0.0263049	0.0296847	0.026883	0.0258703	0.0285452	0.0267797	0.0267107	0.0320333	0.0263407	0.0263434	0.0263369	0.0266149	0.0330542	0.0296662	0.0289287	0.0272724	0.0321883	0.0296599	0.0322484	0.0310909	0.0305238	0.0285465	0.0293582	0.0294445	0.0305128	0.028274	0.0298527	0.0295238	0.0300678	0.0306373	0.0285843	0.0297037	0.0284067	0.0304781	0.0320542	0.0315573	0.0284564	0.02918172	0.08577695	0.08045639	0.1787267	0.02712977	-3.534213	2	29.996	0.2591831	15.4462	19.2898	10.7958	8.70001	10.0316	0.689577
697500	-395.4341	-502.0953	106.6612	24.1208	0.046634	0.0483869	0.0499842	0.0479428	0.0493523	0.0497123	0.0500843	0.0503731	0.0490802	0.0504288	0.0512778	0.0512943	0.049524	0.0495675	0.0520584	0.0471499	0.0484928	0.0503918	0.0459808	0.0503302	0.0454882	0.0488526	0.049914	0.0493623	0.0494331	0.0489046	0.0512571	0.0479429	0.0487828	0.0492477	0.048517	0.0493314	0.0461762	0.0471302	0.0516415	0.0487851	0.04917	0.0491639	0.0473451	0.0480689	0.0489476	0.0520107	0.0489069	0.03265696	0.1157895	0.1031274	0.03524704	-3.017837	4	26.62972	0.2189168	20.9478	16.954	9.24402	9.77655	10.4726	0.4710801
698000	-398.7253	-501.2382	102.5129	24.54575	0.0390433	0.0408692	0.0387592	0.0368268	0.0419008	0.0361446	0.038988	0.0386282	0.0407551	0.0400902	0.0407001	0.0398655	0.0364773	0.0412417	0.0420305	0.0386983	0.0411188	0.0412742	0.041141	0.040838	0.0392788	0.0408822	0.0418548	0.0399094	0.0377675	0.0376042	0.0409662	0.0411191	0.0406374	0.0428725	0.0402768	0.0386151	0.0381364	0.0383929	0.0387672	0.0385527	0.0390836	0.0387304	0.0403176	0.0386575	0.0381808	0.0385379	0.0397401	0.04830211	0.05679695	0.09426365	0.03535962	-3.225395	3	27.28444	0.1510606	17.7759	19.1966	10.43	13.814	14.7444	0.6240122
698500	-421.2474	-502.5684	81.32096	22.79123	0.0403439	0.0402377	0.0364669	0.0361672	0.0365994	0.0391251	0.0364932	0.0417848	0.0410384	0.0362724	0.0386758	0.0383858	0.0398244	0.0417192	0.0373032	0.0382627	0.039402	0.0384955	0.0440917	0.0366978	0.0400538	0.0368305	0.037679	0.0423264	0.0380012	0.0412224	0.0368837	0.0420412	0.0431628	0.0418996	0.0350683	0.033809	0.0355877	0.0340966	0.0395512	0.0376831	0.0422777	0.0352193	0.037968	0.0326015	0.0425611	0.0406186	0.03802044	0.07963996	0.0817966	0.08578887	0.02934889	-3.269631	4	25.27943	0.1675855	16.535	19.4516	8.56506	6.31213	7.69438	0.5119112
699000	-482.0048	-504.3464	22.34152	28.51815	0.0277127	0.0305433	0.0259603	0.0269714	0.0248089	0.0587045	0.0455045	0.0356312	0.03599	0.0461891	0.0352429	0.0323977	0.0325057	0.0301693	0.0317065	0.0526522	0.0298755	0.029572	0.0353358	0.0599153	0.0358601	0.0337732	0.0257566	0.0535854	0.0239796	0.033274	0.0525456	0.0349142	0.0338254	0.0408411	0.0355589	0.0140387	0.045357	0.0318911	0.0417301	0.0535326	0.0368527	0.0487744	0.0275983	0.0274043	0.0331149	0.0305837	0.03598736	0.2444103	0.05643569	0.1001467	0.0176355	-3.324588	3	29.08404	0.1565824	15.6459	17.7103	8.2413	14.0022	14.621	0.6395783
699500	-322.1001	-506.8595	184.7594	29.03324	0.0279009	0.0277018	0.0278477	0.0281244	0.0277361	0.0280193	0.0278021	0.0279734	0.0277206	0.0277643	0.0276923	0.0277782	0.0281662	0.027614	0.0278954	0.0276345	0.0280904	0.0275725	0.027119	0.0277025	0.0277385	0.0278963	0.027765	0.0275735	0.0273223	0.0279963	0.0278284	0.0278399	0.0277653	0.0276737	0.027997	0.0278212	0.0279048	0.0278367	0.027489	0.0278079	0.0278097	0.0277429	0.027615	0.0279664	0.0274616	0.0275275	0.02776611	0.00775374	0.08149513	0.07271172	0.03898127	-3.583939	3	29.84373	0.1542069	19.6612	18.6003	7.84965	12.8879	15.5244	0.4715207
700000	-385.2538	-508.0742	122.8203	26.68445	0.0299429	0.0303034	0.0292182	0.0295264	0.0294885	0.0292102	0.0285614	0.0303112	0.0293005	0.0313658	0.0291339	0.0288529	0.0307409	0.029648	0.029087	0.0292794	0.030678	0.0300572	0.029704	0.0285437	0.0306222	0.0300408	0.0291631	0.0284053	0.0295479	0.0325029	0.0300481	0.0285637	0.0300572	0.0299283	0.0292607	0.0305291	0.0307964	0.0292158	0.0301103	0.030732	0.0289132	0.0295878	0.0294587	0.0277611	0.0291837	0.0300159	0.0296914	0.02598459	0.1176033	0.0557111	0.03060988	-3.516898	3	29.1298	0.1733144	21.9484	17.3929	9.92365	14.6572	5.68996	0.3214453
700500	-461.9779	-502.6154	40.63743	24.71994	0.0593225	0.0397707	0.0510674	0.050791	0.0344324	0.0408826	0.0529783	0.0385157	0.0522861	0.0442929	0.0564842	0.0413211	0.0346599	0.0475896	0.0388284	0.052777	0.0394036	0.048254	0.0484464	0.0356147	0.0596431	0.0349352	0.037851	0.0573727	0.037165	0.0550039	0.0395454	0.0442386	0.0463703	0.0392233	0.0456139	0.0419202	0.0308176	0.0379182	0.0370853	0.0352041	0.0422488	0.0499645	0.0448959	0.0367515	0.0423796	0.0456445	0.04187519	0.1524707	0.1396627	0.03623733	0.06476397	-3.173062	4	28.1443	0.1759	12.7852	16.3793	10.4858	6.03127	5.42311	0.2060109
701000	-429.0771	-505.8993	76.82212	24.10346	0.0331811	0.0367511	0.0424646	0.0322468	0.0350383	0.0344267	0.0382736	0.0354431	0.0373986	0.0336212	0.0415732	0.0294074	0.0301752	0.0333283	0.0366575	0.0374976	0.0380521	0.0347744	0.0345435	0.0375742	0.0321629	0.0331263	0.0348362	0.0375747	0.0312564	0.0319342	0.0383649	0.0357346	0.034358	0.0365805	0.034037	0.0317486	0.0350518	0.0365549	0.0321682	0.0309678	0.0343294	0.0363289	0.0323795	0.0408405	0.0296481	0.0314917	0.0351531	0.07773911	0.06872721	0.1630886	0.02261471	-3.348043	3	26.45286	0.2318158	15.1273	19.2966	11.359	11.6937	10.8506	0.7035266
701500	-474.4186	-508.4193	34.00072	22.53333	0.0732541	0.0592799	0.0550012	0.0583563	0.0712408	0.0723257	0.0712034	0.0714367	0.0583987	0.0780627	0.0688584	0.047799	0.0569169	0.0446916	0.0663048	0.0582254	0.0709484	0.0631408	0.048589	0.0711106	0.0619746	0.0717342	0.0643509	0.0602353	0.0611183	0.0697644	0.0525246	0.0581956	0.050031	0.0469538	0.0562682	0.0560157	0.0705353	0.0581728	0.0498737	0.0516909	0.0604714	0.0683666	0.0452893	0.0720691	0.063585	0.0726417	0.05969012	0.1395914	0.06933285	0.1170287	0.02638692	-2.818589	4	28.77682	0.1863615	11.8801	17.6502	8.7168	12.3462	10.9161	0.6279659
702000	-423.7667	-500.7841	77.01737	26.92002	0.028157	0.0328892	0.0262212	0.0297388	0.0307621	0.0307501	0.0339833	0.0329395	0.033576	0.0316518	0.0385888	0.0291575	0.0345754	0.0314991	0.029154	0.0339221	0.0282345	0.0334178	0.0346745	0.0346095	0.033392	0.0310204	0.0349591	0.0369775	0.0332475	0.0339142	0.035229	0.0312607	0.0317598	0.0327226	0.0372663	0.033228	0.0338872	0.0300526	0.0300525	0.0327069	0.0351138	0.0320103	0.0349848	0.0314308	0.0324061	0.0371327	0.03232812	0.08051612	0.0653035	0.1004615	0.01028154	-3.431818	3	28.65775	0.165765	16.7959	16.3637	10.1501	7.33118	7.82275	0.6060478
702500	-382.0041	-507.8098	125.8057	20.0302	0.0636258	0.0614344	0.0638455	0.0617728	0.061231	0.0616167	0.0631101	0.0624453	0.0622183	0.0598714	0.0625266	0.0613443	0.0611629	0.0603764	0.0603704	0.0614525	0.0622432	0.0610732	0.0619413	0.0621868	0.061511	0.062887	0.0624053	0.0625538	0.0637061	0.0612498	0.0635128	0.0620736	0.0629072	0.0608969	0.062315	0.0616399	0.0625898	0.0635912	0.0628792	0.062589	0.0617096	0.0614043	0.0618425	0.0600648	0.0596429	0.0634983	0.06194724	0.01824738	0.1199013	0.2001948	0.03453755	-2.781472	2	25.83199	0.3200961	11.862	20.3447	7.52788	13.8644	15.6162	0.625421
703000	-366.7923	-506.797	140.0047	24.77647	0.0566558	0.0585057	0.0558828	0.0579604	0.0579231	0.0565894	0.056899	0.0568997	0.057151	0.0576588	0.0578581	0.057934	0.0570713	0.0589331	0.0585205	0.0576839	0.0568292	0.0573239	0.0581096	0.0588979	0.0580302	0.0589375	0.0571727	0.0573977	0.0572151	0.0567527	0.0571937	0.0554135	0.0559748	0.0577011	0.0579249	0.0564441	0.0579488	0.0575166	0.0569898	0.0576559	0.0579284	0.0584436	0.0554765	0.0561383	0.0569945	0.0578922	0.05748688	0.01582461	0.1939834	0.002805185	0.04875148	-2.856199	5	25.4035	0.1967886	12.8535	19.6909	8.1934	15.9454	15.3577	0.01425481
703500	-382.8537	-509.8008	126.9471	23.4475	0.0581445	0.0588031	0.0587041	0.0593739	0.0576547	0.0595705	0.0589624	0.0596117	0.0599107	0.0600749	0.0600543	0.0598357	0.0604114	0.0596554	0.0584175	0.0610361	0.0581083	0.0585287	0.060104	0.0593515	0.0597642	0.0593267	0.0591995	0.0601215	0.059595	0.0597608	0.0582916	0.0588299	0.0603515	0.0613473	0.0601047	0.0582758	0.0608595	0.0596139	0.0587913	0.0594796	0.0587128	0.0604006	0.058569	0.0597376	0.0606499	0.0590588	0.05962754	0.01318165	-0.009291884	0.1976787	0.07527694	-2.819638	4	28.83724	0.1883868	12.564	17.3221	8.33757	10.5592	14.321	1.049323
704000	-347.9301	-504.7657	156.8356	25.34435	0.0495179	0.0494628	0.0500678	0.0511603	0.0500997	0.0498391	0.0493896	0.0506254	0.0501101	0.050186	0.0496921	0.0505413	0.0501242	0.0503955	0.0505502	0.0500867	0.0505199	0.0502413	0.0496189	0.0503687	0.0505151	0.0493051	0.0507441	0.0515079	0.0504667	0.0506106	0.0500635	0.0501378	0.0501883	0.0505733	0.0508152	0.0502925	0.0507251	0.050431	0.0511419	0.0507618	0.0499128	0.0506127	0.0508611	0.0503	0.0499364	0.0502065	0.05026909	0.008278714	0.1797692	0.01965832	0.02311098	-2.990365	4	25.89852	0.1994275	21.5526	18.1404	9.96439	12.0314	12.4474	0.09857377
704500	-426.4353	-501.3029	74.86762	26.81601	0.0425759	0.0385363	0.0454132	0.04314	0.040213	0.0443106	0.0395316	0.0394956	0.0378707	0.047722	0.048621	0.0460637	0.0388671	0.0369039	0.0416679	0.0398306	0.0492912	0.0424615	0.0416263	0.0437346	0.0411779	0.0428235	0.0379765	0.0383609	0.0398174	0.039703	0.0449386	0.0450428	0.040263	0.0433474	0.0409756	0.0416611	0.0393425	0.0464737	0.0435098	0.043322	0.0400193	0.0458445	0.0428452	0.0431906	0.0460927	0.0457377	0.0428303	0.06811001	0.09361876	0.04484339	0.05671192	-3.150509	4	27.12775	0.1384621	15.7026	16.3695	7.63925	5.9515	6.5292	0.3238675
705000	-471.7907	-505.5366	33.74597	28.39067	0.0369589	0.0628615	0.0570272	0.0357289	0.0631369	0.0416775	0.0616664	0.0524875	0.0443958	0.0367638	0.0418961	0.0372534	0.0321052	0.0459594	0.0400027	0.0517821	0.0452105	0.0406353	0.0442522	0.0530513	0.0500293	0.0462294	0.0547158	0.0452709	0.0404704	0.0425461	0.0594381	0.0406335	0.0439907	0.054884	0.032048	0.0374974	0.0346825	0.0440267	0.0343911	0.0366426	0.0422913	0.045413	0.039256	0.0528263	0.0412356	0.0456582	0.04152522	0.1924237	0.1287075	0.0286325	0.0468256	-3.181454	4	29.71398	0.15734	15.8367	17.1908	7.88733	14.348	9.38487	0.1819786
705500	-358.9849	-513.3232	154.3383	18.90561	0.0589507	0.0592536	0.0600999	0.0590683	0.0604533	0.0592416	0.0588419	0.0592084	0.0592243	0.0585069	0.0584861	0.0593188	0.059456	0.0586854	0.0603049	0.0595897	0.0599681	0.0585422	0.0591504	0.0585358	0.0592588	0.0593963	0.0589686	0.0589372	0.0586805	0.060134	0.0590694	0.0598026	0.0585103	0.0590553	0.0593201	0.0590679	0.0598418	0.0580838	0.0601969	0.0588665	0.0594791	0.0601696	0.0613493	0.0591152	0.0597299	0.0590862	0.05919622	0.01263768	0.1591333	0.02012152	0.0568885	-2.826898	5	24.44285	0.1792548	13.8756	18.3806	7.589	13.5781	12.5372	0.112251
706000	-431.4256	-509.1693	77.7437	23.16975	0.0475952	0.0405918	0.0528526	0.0405689	0.0424952	0.0396914	0.0398386	0.0434006	0.0451383	0.043408	0.0427537	0.0412856	0.042564	0.0467035	0.0431294	0.0494972	0.0385819	0.0468225	0.0470346	0.0394127	0.0399741	0.0388958	0.0416485	0.0387927	0.0417407	0.04175	0.0428053	0.0435949	0.0496244	0.04453	0.0457128	0.0477004	0.044684	0.0441036	0.041934	0.0390301	0.0425872	0.0453454	0.0401943	0.0468739	0.0446796	0.0413067	0.04330495	0.07972281	0.08082589	0.1027879	0.01682069	-3.139488	4	24.40049	0.1836138	18.7662	16.1111	7.33372	5.55966	5.36274	0.5598049
706500	-429.552	-511.7137	82.16168	25.75173	0.0389571	0.0361152	0.0388345	0.0380058	0.0361734	0.0396415	0.0404414	0.0413293	0.0372956	0.0386486	0.0413475	0.0369747	0.0408646	0.0414266	0.0383492	0.0377049	0.037983	0.036841	0.0387291	0.0409858	0.044214	0.0402952	0.04283	0.0384333	0.0362965	0.0389173	0.0363082	0.0380141	0.0402035	0.0401937	0.0394721	0.0410882	0.0324687	0.0371146	0.0389646	0.0463274	0.042077	0.0380498	0.0386187	0.0379974	0.0347922	0.0387849	0.03955575	0.07689154	0.1504989	0.0157521	0.02713035	-3.230044	4	27.70224	0.166251	16.6778	17.1252	8.96194	10.8044	11.2517	0.09474893
707000	-475.9196	-510.1744	34.25474	26.22317	0.0387112	0.03603	0.0428816	0.0436592	0.0469306	0.0347581	0.0318887	0.0457501	0.0588856	0.0545221	0.0379493	0.0395993	0.0526642	0.0444218	0.0353494	0.0317692	0.0541848	0.0335038	0.0338067	0.0216492	0.038482	0.0357865	0.0305138	0.0324804	0.036898	0.0507167	0.0448563	0.0408301	0.04039	0.0497101	0.0474798	0.0269115	0.03674	0.0393049	0.0283897	0.0261747	0.0338779	0.0302148	0.0469574	0.0374347	0.0430606	0.0467274	0.03874063	0.2366031	0.0598948	0.05776364	0.05314518	-3.250866	5	27.41015	0.1176584	16.9964	16.8266	7.7312	7.48679	6.06689	0.4909435
707500	-446.7634	-509.2729	62.50953	24.29397	0.0470843	0.0395449	0.0413191	0.0428341	0.0365623	0.0441318	0.0468851	0.0403528	0.0447067	0.0449895	0.0372717	0.0468868	0.0411498	0.0323542	0.0398418	0.0419174	0.0427868	0.0463238	0.0438065	0.0364416	0.0524584	0.0391063	0.0391005	0.0408846	0.0481458	0.0391825	0.0481604	0.0427551	0.0399816	0.0469011	0.0451201	0.0497068	0.0385621	0.0416409	0.039052	0.035401	0.0419568	0.0424347	0.0424024	0.0385756	0.0438178	0.0456399	0.04188824	0.1011481	0.09819087	0.1223222	0.02188414	-3.17275	4	25.77576	0.2205131	17.4564	17.0412	8.90838	10.3881	7.75754	0.5547163
708000	-397.3101	-504.9995	107.6894	26.36521	0.0426964	0.0462938	0.0475617	0.0476737	0.0478817	0.0478601	0.0476995	0.0478869	0.0448107	0.0499434	0.0471369	0.0461539	0.045195	0.0472073	0.0466475	0.0487118	0.0487294	0.0466893	0.0458619	0.0456022	0.0499812	0.0493152	0.048323	0.045289	0.0472723	0.0457426	0.0506999	0.050187	0.0457999	0.0482461	0.0497386	0.0470685	0.0460209	0.0464232	0.0470924	0.047271	0.0457862	0.0465944	0.0476629	0.0469594	0.0469354	0.0485309	0.04727713	0.03740107	0.1677887	0.02806663	0.06853418	-3.051729	5	29.03926	0.1958554	15.0023	16.8209	7.63711	15.5268	15.5233	0.1433028
708500	-334.51	-501.1049	166.5949	26.57585	0.0440934	0.0435504	0.0435243	0.0441634	0.0435478	0.0443007	0.0440266	0.0440087	0.0440442	0.0438539	0.0441876	0.0436801	0.0434799	0.0437418	0.0446189	0.0442789	0.0437355	0.0441257	0.0446081	0.0433472	0.0441267	0.0441335	0.043303	0.0432567	0.0437081	0.0441629	0.0435582	0.0438183	0.0439091	0.0442675	0.0440886	0.0433062	0.0442577	0.043706	0.0438976	0.0440947	0.0448376	0.0436671	0.0441318	0.0438554	0.0447699	0.043823	0.04400797	0.009713145	0.1250456	0.0909378	0.01709585	-3.123385	4	26.76898	0.2159834	15.0469	16.1911	8.96381	12.6067	13.2199	0.4210408
709000	-450.9766	-504.4823	53.50574	28.1695	0.0452536	0.0473039	0.0426942	0.0424615	0.0379162	0.0384069	0.0454831	0.0358256	0.0406621	0.0424705	0.0408603	0.0437524	0.0318224	0.038331	0.0362833	0.0321899	0.050392	0.0413982	0.0406293	0.0434783	0.0463184	0.0370864	0.0372186	0.0427892	0.0386305	0.0371705	0.0440912	0.0363955	0.0318488	0.0330499	0.035379	0.0488195	0.0441217	0.0383265	0.034384	0.0285798	0.0449854	0.0388696	0.0355702	0.0370155	0.040915	0.0407317	0.03935437	0.1186474	0.02921966	0.127452	0.06341674	-3.235148	4	29.94432	0.1566717	16.5619	20.1011	10.5411	8.33984	7.61031	0.8134975
709500	-515.4142	-508.6415	-6.772672	24.10775	0.0495645	0.065238	0.0239891	0.0391855	0.0570108	0.0537998	0.114103	0.0589106	0.0965629	0.0377425	0.0963585	0.056186	0.0775474	0.0253096	0.0284981	0.101802	0.044943	0.062187	0.121974	0.025092	0.0364137	0.0659417	0.0403798	0.061658	0.0382853	0.0708269	0.106326	0.0394189	0.0921164	0.071474	0.046947	0.0283036	0.0603724	0.0611783	0.0910507	0.117708	0.101121	0.0398913	0.0768899	0.0401693	0.0497474	0.0649162	0.05897648	0.4689531	0.1448105	0.001304725	0.04762058	-2.830617	5	28.67382	0.1461153	21.8529	17.8818	8.25912	6.08694	6.43664	0.008929421
710000	-475.0904	-511.6628	36.57239	24.09634	0.0460503	0.0359282	0.0428168	0.0319395	0.0290896	0.0569673	0.0456272	0.0403315	0.0331961	0.0363879	0.0398757	0.0422936	0.0450049	0.0459642	0.0391011	0.0360715	0.0491241	0.0249019	0.0348009	0.0428877	0.0368379	0.0542351	0.0348336	0.0411282	0.0367025	0.0466241	0.0626034	0.0314681	0.0482058	0.0295985	0.0337675	0.0479374	0.0385624	0.0225418	0.0417573	0.0287587	0.0407088	0.045366	0.0300305	0.0486098	0.0498097	0.0401211	0.03772391	0.2538865	0.106089	0.05222778	0.02319367	-3.277461	5	29.75863	0.1583167	16.5222	19.516	10.9095	5.8064	8.95046	0.3298942
710500	-465.6437	-506.8261	41.18239	22.69604	0.0372673	0.0349167	0.0539509	0.0316733	0.0456406	0.039408	0.0533978	0.0425032	0.0328493	0.037116	0.0349461	0.0379243	0.0342635	0.035645	0.0382423	0.0391292	0.0364133	0.0380629	0.0392947	0.0407929	0.0361408	0.0309278	0.0316087	0.0253748	0.0192746	0.0377882	0.0419261	0.051749	0.0531335	0.037024	0.0414649	0.0340356	0.0374828	0.0356114	0.0395546	0.0305311	0.0408914	0.0353103	0.0266506	0.0329104	0.0594524	0.0409774	0.03805709	0.1989924	0.1379275	0.05068923	0.03955626	-3.268668	5	26.93699	0.1886167	16.1732	17.1687	10.7049	11.8267	12.8741	0.268742
711000	-435.9412	-515.7588	79.81762	20.25275	0.0447064	0.0485824	0.0443905	0.0480034	0.0506034	0.0561144	0.052842	0.0426143	0.0441608	0.0484614	0.0515457	0.0443452	0.0478286	0.0458208	0.046244	0.053445	0.0476381	0.0476414	0.0476862	0.0473187	0.0477992	0.0426789	0.0427424	0.0429764	0.0393134	0.0472736	0.0417294	0.0474059	0.0452288	0.0427384	0.0465541	0.047554	0.0499603	0.0472629	0.0456058	0.0449601	0.0414707	0.0470792	0.0470424	0.0423672	0.0488643	0.0448398	0.04585481	0.07650838	0.1064752	0.08516616	0.04565341	-3.082275	5	22.11342	0.1916414	12.9739	19.9108	8.03356	11.8394	14.1316	0.4444038
711500	-374.5835	-509.4184	134.8349	24.62495	0.0620435	0.0613852	0.0623385	0.0626859	0.0615056	0.062463	0.0623727	0.0639407	0.0627959	0.0612238	0.0611394	0.0636734	0.0631554	0.0618327	0.0609113	0.0617208	0.061836	0.0626441	0.0633772	0.0620448	0.063237	0.06191	0.0620868	0.0625529	0.061346	0.0596443	0.0634372	0.0617497	0.0633606	0.0624859	0.061352	0.0621419	0.0631678	0.0617524	0.062665	0.0626305	0.0608355	0.062053	0.0608642	0.0612584	0.0622626	0.0617157	0.0620108	0.01598942	0.1009626	0.1286177	0.02778116	-2.780447	5	28.50448	0.2295804	16.6718	19.4016	7.85585	6.91016	8.5872	0.5602297
712000	-413.0441	-518.0657	105.0215	22.10784	0.0460279	0.0444344	0.0443964	0.0482292	0.0464709	0.0469561	0.0486007	0.0472884	0.0474121	0.0455353	0.0454322	0.0447443	0.0435112	0.0459682	0.0507522	0.0479447	0.0475676	0.0459938	0.0434625	0.0483597	0.04513	0.0453505	0.0484199	0.0464473	0.0447661	0.0449447	0.0473799	0.0445501	0.0452734	0.0466177	0.04539	0.0472055	0.0455442	0.0486045	0.045876	0.0492935	0.0471366	0.0435843	0.0458888	0.0506616	0.0473686	0.0471154	0.04675835	0.04009959	0.133545	0.05837451	0.03429919	-3.062762	5	26.80138	0.1919195	14.4576	18.7451	9.5021	6.70577	7.24439	0.3041613
712500	-486.416	-500.7942	14.37824	26.41127	0.0483544	0.0202646	0.0425915	0.0762588	0.0415781	0.0364127	0.0443759	0.0743816	0.0362274	0.0208487	0.0391652	0.0390404	0.0328643	0.0299551	0.0525997	0.0324041	0.0230268	0.0650801	0.0363716	0.0521849	0.0336373	0.0496006	0.0228109	0.0259826	0.0332301	0.0470445	0.0369673	0.0209325	0.043911	0.0436003	0.0291776	0.0376756	0.0612579	0.0347408	0.0573749	0.0488127	0.0508129	0.033595	0.038875	0.0315686	0.0292924	0.0236022	0.03527184	0.3021005	0.087356	0.04164264	0.03719613	-3.34467	4	29.00006	0.1289986	16.7966	19.8726	10.1246	7.58007	8.58306	0.3228146
713000	-453.7374	-500.5199	46.78247	26.54199	0.047609	0.0324179	0.0371357	0.0314598	0.0271981	0.0456569	0.0348643	0.0351531	0.0283442	0.0384708	0.0367663	0.0303851	0.0342432	0.0331855	0.0399536	0.0344208	0.0357773	0.0304526	0.0282733	0.0350943	0.0408194	0.0353734	0.0321683	0.0282148	0.0284388	0.0330197	0.031733	0.0354791	0.0416661	0.0245518	0.0263102	0.0353928	0.0305929	0.0308214	0.0369487	0.0333333	0.0323313	0.0366532	0.037105	0.0394287	0.0364919	0.0374045	0.03519567	0.1393404	-0.0381849	0.2754736	0.02584716	-3.346832	3	28.71257	0.2372887	20.6418	18.7265	9.91396	9.65809	9.23961	1.160922
713500	-416.2494	-504.024	87.77458	22.43389	0.0407962	0.0436678	0.0440832	0.0423272	0.0482599	0.043352	0.0451134	0.0425602	0.0469602	0.0417987	0.042204	0.0438847	0.046322	0.0451013	0.0482446	0.0443253	0.0442423	0.0440197	0.0481758	0.0416782	0.0445195	0.0429489	0.0477126	0.0448083	0.0449823	0.0446948	0.0465566	0.0409763	0.0402444	0.0422447	0.0463239	0.0444656	0.044176	0.0432884	0.0447157	0.0447441	0.0432123	0.038966	0.0417256	0.0427702	0.0451272	0.044217	0.04370816	0.05996308	0.1148105	0.04971006	0.05400541	-3.130221	3	23.24024	0.1645206	12.6063	16.9193	8.89574	13.3975	6.37053	0.3021511
